bot	pubid	text	templateId	templateText	timestamp	error	userid	chat_id	etalon_text	algorithm	score	text_len	topic	jaccard	entrance	best_etalon	Decomposition
kuber	9	Добрый день, Директор находится в отпуске, приказ на замещение и право подписи не делали, может ли он утверждать авансовые отчеты  и подписывать приказ на увольнение сотрудника	590143	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/12/510157/actual/	2024-01-17T01:36:05.103				приказ на замещение директора когда он в отпуске	SbertT5	0.666735172271729	26	отпуск	0.0588235294117647	True	как расписать сотрудника в приказе об увольнении он находится в отпуске заявление прислал	
kuber	220	Добрый день, подскажите, пожалуйста, по какому пункту закона или мет. рекомендациям лимит резерва отпусков достигается когда входящий остаток на начало года + начисленный резерв = установленному в компании пределу, а не когда входящий остаток + начисленный резерв-потраченный резерв = установленный предел. То есть почему при достижении предела не учитывается потраченный на отпуска резерв?	502025	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gosfinansy.ru/#/document/86/545260/actual/	2023-12-07T14:37:17.106						0.706747531890869	53	отпуск	0.037037037037037	True	когда начислить резервы на оплату отпусков когда создается резерв на оплату отпусков	
kuber	220	Добрый день, есть решение от 30 ноября 2023 г единственного учредителя от 30 ноября 2023 г  о выплате дивидендов за 2018 год. Однако с 1 декабря 2023 г он находится в ежегодном отпуске, т к одновременно является и работником предприятия, правомерно ли во время его отпуска выплачивать дивиденды на его банковскую карту?	438982	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/452615/actual/	2023-12-19T12:13:20.875						0.893595337867737	52	дивиденд	0.0294117647058823	True	платежное поручение на дивиденды в 2023 г	
kuber	9	Сотрудник умер 7сентября 23г.,находясь на продолжительном б/листе,его родственникам выплачено пособие на погребение,мат.помощь 10000руб,компенсация за неиспользованный отпуск 15000руб.Какие суммы конкретно необходимо указать в строке 070 на этого сотрудника???	540809	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gosfinansy.ru/#/document/86/611750/actual/	2023-12-26T13:17:12.369		111	111111			0.866146266460419	27	косг	0	False	по какому косгу выплатить пособие на погребение сотруднику	
kuber	9	"Добрый день! Если сотрудница оформила отпуск по беременности и родам с ноября 2023 по апрель 2024 (больничный лист). Пособие за 140 дней СФР ей выплатил в ноябре 2023 года. Нужно ли в 2024 году подавать на неё Подраздел 1.2 ЕФС-1 с типом сведений ""Назначение выплат по ОСС"" с 01.01.2024 по Дата окончания больничного по беременности и родам?"	588516	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145258/actual/	2024-01-22T11:27:59.119						0.475415170192719	57	пособие	0.0303030303030303	True	пособие по беременности и родам 2024 днр	
kuber	9	подскажите, пожалуйста, у сотрудницы отпуск с 9 января 2024, отпускные мы выплачиваем 29 декабря 2023. Должны ли мы сумму НДФЛ отразить в уведомлении, которое формируется с 23.12-29.12?	570313	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142692/actual/	2023-12-28T21:19:56.496						0.727813601493835	27	уведомление	0.0454545454545455	True	если зарплату за декабрь 23 выплатили в январе 24 нужно подавать уведомление 29 декабря	
kuber	9	Добрый день. вопрос по ЕФС-1 (стаж) есть сотрудники с отпуском за свой счёт - сдаём? сотрудники по уходу за ребёнком до 1,5 лет - не сдаём? Временная нетрудоспособность, отпуска - не сдаём? период работы по ТД и ГПХ - не сдаём? Доноры день сдачи и дни отпуска - сдаём, то какие коды или не сдаём? сотрудники в обособленном подразделении г.Кемерово- сдаём, то  какие коды, коэффец. или не сдаём? можно ссылку не на статью, а конкретно выдержку из документа	434134	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/12/251821/actual/	2024-01-12T08:46:28.071						0.434876292943955	78	другой	0	False	если больничный в отпуске его можно не сдавать	
kuber	9	"Добрый день. Подскажите, пожалуйста, нужно ли подавать ЕФС-1 с типом ""Назначение выплат по ОСС"" на сотрудниц, которые уходят в отпуск по уходу от 1,5 до 3 лет, но работающих неполное рабочее время? спасибо"	585400	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/694201/actual/	2024-01-19T08:10:33.576						0.461050391197205	33	отпуск уход ребенок	0.0869565217391304	False	отпуск по уходу до 1,5 лет	
kuber	6	Добрый день! Подскажите , пожалуйста ,    справка о среднем заработке с предыдущего места работы попадает в расчёт отпускных на новом месте?	513451	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gosfinansy.ru/#/document/16/132263/actual/	2023-12-21T10:01:45.947						0.244470715522766	21	другой	0	False	расчет среднего заработка отпускных	
kuber	9	"Добрый день, подскажите, пожалуйста, если у сотрудника в период отпуска случился больничный лист. Сотрудник не хочет ""переносить отпуск на ""после окончания БЛ"" и выходит на работу. Как правильно создать приказ ""на отзыв из отпуска"" и тогда мы удерживаем отпускные  и за этот период начисляем оплату по БЛ? Или правильно  сделать приказ на ""перенос отпуска"", но у нас нет точных дат, так как сотрудник возмет эти дни в каких-то других месяцах в течение года?"	537978	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/136765/actual/	2023-12-05T14:30:05.296						0.693703174591064	73	расчет с сотрудник	0.0232558139534884	False	как сделать перерасчет отпускных при отзыве сотрудника из отпуска	
kuber	8	добрый день. Работник целый месяц был в отпуске без сохранения з/пл .Надо ли его указывать в табеле учета рабочего времени? Программа его не заполняет.	403729	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/117241/actual/	2024-02-05T11:48:22.426				табель учета рабочего времени отпуск без сохранения	SbertT5	0.605604529380798	24	другой	0	False	как ставить в табеле отпуск без сохранения з/п	
kuber	9	Сотрудник умер 7сентября 23г.,находясь на продолжительном б/листе,его родственникам выплачено пособие на погребение,мат.помощь 10000руб,компенсация за неиспользованный отпуск 15000руб.Какие суммы конкретно необходимо указать в строке 070 на этого сотрудника???	540809	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gosfinansy.ru/#/document/86/611750/actual/	2023-12-26T13:04:40.101		111	111111			0.866146266460419	27	косг	0	False	по какому косгу выплатить пособие на погребение сотруднику	
kuber	6	Добрый день, у нас в компании есть сотрудница, у кот отпуск по беременности и родам. По новым правилам вместо СЗВ-СТАЖ , необх сдавать ЕФС раздел 1.2 и подать данные только по ней?	548054	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/593935/actual/	2024-01-21T13:16:24.351						0.665530681610107	32	взнос	0	False	отражается ли в 3 разделе рсв данные сотруднице в отпуске по беременности и родам	
kuber	9	Добрый день! Подскажите пожалуйста, обязательно ли платить сотруднице, которая находится в отпуске по уходу за ребенком, премию за выслугу лет в нашей компании?	45783	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/114889/actual/	2023-12-26T13:02:25.356		111	111111			0.716638803482056	23	отпуск	0.0714285714285714	True	сотруднице в отпуске по уходу за ребенком начислена премия	
kuber	9	"День добрый. Скажите, как лучше поступить. Работнику выплатили отпускные в конце августа. За сентябрь. В сентябре он взял б/л на неделю. Пересчитала отпускные. И начисления в сентябре получились ""по минусу"". Что мне нужно скорректировать теперь, чтобы отчетность по страховым взносам правильно составить?"	572378	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gosfinansy.ru/#/document/16/143198/actual/	2023-12-26T13:07:40.025		111	111111			0.568261682987213	42	другой	0	False	нужно ли делать перерасчет отпускных за октябрь, выплаченных в сентябре в связи с индексацией	
kuber	6	Добрый день! Отпуск у работника захватывает дни отдыха с 1 по 8 января 2024г., как считаются эти дни для отпуска?	517017	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/574976/actual/	2023-12-12T08:49:20.026						0.444511651992798	20	отпуск	0.0833333333333333	True	как считаются праздничные дни в отпуске	
kuber	220	Здравствуйте! Если работницы давно в отпуске, то на конец года по ним в акте инвентаризации отпусков надо ставить расчетную цифру? Ведь в определенный момент средний заработок и резерв по их отпуску перестал пересчитываться из-за отсутствия среднего заработка	503586	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130373/actual/	2024-01-17T12:51:09.888						0.106195874512196	37	средний заработок	0.0869565217391304	True	расчет отпуска средний заработок	
kuber	8	обрый день, ООО УСН 6% стоматология частная. какой код надо использовать в СЗВ СТАЖ для отпуска по вредности по СОУТ- 2 недели?  «Какие коды и когда ставить в СЗВ-СТАЖ» © Материал из БСС «Система Главбух». Подробнее: https://1gl.ru/#/document/16/128553/?of=copy-99314412e7	491183	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/523849/actual/	2024-01-22T12:48:38.031						0.219181209802628	37	больничный	0	False	сзв стаж вредность больничный	
kuber	220	Добрый день! Правомерно ли выплатить сотруднику денежную компенсацию за отпуск? Сотрудник не хочет идти в отпуск, а хочет вместо этого получить компенсацию. Спасибо.	449309	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/86/154264/actual/	2024-01-22T08:54:23.413						0.777945995330811	23	отпуск	0.0666666666666667	True	денежная компенсация вместо отпуска	
kuber	220	Добрый день. ЕФС-1  подраздел 1.2 сдают только по работникам, у которых есть право на досрочную пенсию. На остальных подавать его не нужно? т. е. отчет сдается только с разделом 2? нужно ли подавать сведения по отпускам без сохранения заработной платы и больничным?	592357	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/707129/actual/	2024-01-09T06:47:25.291						0.860747933387756	42	ефс 1 травматизм	0.0666666666666667	False	ефс-1 подраздел 2.3 раздела 2 когда сдавать	
kuber	9	Как в отчете ЕФС-1 стаж(новый) показать работника, который был в отпуске по уходу за ребенком до 1,5 лет и работал неполный рабочий день	446532	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gosfinansy.ru/#/document/16/74014/actual/	2024-01-22T10:13:31.582						0.845305025577545	23	отпуск	0.0526315789473684	True	входит ли в стаж отпуск по уходу за ребенком до 1,5 лет	
kuber	6	Добрый день, если работник принят на работу  в 2021 году и в 23 году уже ходил в отпуск на 28 календарных дней и увольняется 27 декабря , значит компенсацию за отпуск он не получает	450252	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/16/45464/actual/	2023-12-22T06:05:35.517						0.92338752746582	34	отпуск	0.0476190476190476	True	работник пошел в отпуск и решил уволиться можно ли уволить его последним днем отпуска	
kuber	9	если сотрудник в отпуске по уходу за ребенком и работает 5 часов в день, что указывать в форме ЕФС Подраздел 1.2 (Cведения о страховом стаже) годовой отчет	573385	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/497082/actual/	2024-01-23T14:00:20.271						0.619531095027924	27	ефс	0.05	True	- подраздела 1.2 подраздела 1 раздела 1 сведения о страховом стаже единой формы ефс-1;	
kuber	9	подскажите если сотрудники уходят в отпуск поочереди, их заменяет один человек, можно ли с ним оформить договор ГПХ на это время или это должен быть обязательно трудовой договор?	575628	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/12/499604/actual/	2023-12-28T05:19:20.271						0.287276983261108	28	отпуск	0.0476190476190476	True	в табеле учета времени как ставить сотрудника если он в отпуске и в это время был перевод	
kuber	6	Здравствуйте Вопрос. Сотрудник оформил отпуск с 01.08.2023 по 28.08.2023 . С 23.08 по 28.08 у сотрудника больничный лист. С 01.08.2023 по 03.09.2023  отпуск был продлен из больничного. Как все это отразить в отчете СЗВ стаж	530791	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1zavuch.ru/#/document/86/596870/actual/	2023-12-30T08:12:56.939						0.129784718155861	35	педсовет	0	False	приложения к протоколу педсовета № 8 от 28.08.2023	
kuber	9	передать письменно. Подскажите если сотрудник хочет сейчас получить отпускные а отгулять в декабре. Наша компания не против. как законно это сделать	590151	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/12/510008/actual/	2023-12-29T14:32:23.829		111	111111			0.24351441860199	21	трудовой книжка	0	False	сотрудник не хочет чтобы трудовую книжку получать по почте	
kuber	9	Добрый вечер! Подскажите пожалуйста, а если у сотрудницы был отпуск по уходу за ребенком до 1,5 лет (с 14.05.22 по 20.08.23) и далее заявление на отпуск по уходу за ребенком до 3 лет (с 21.08.23 по 20.02.25) надо ли заполнять подраздел 1.2 формы ЕФС-1 за 2023 года и какой тип сведений указывать: первичный или назначение выплат по ОСС?	585400	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/694201/actual/	2024-01-16T13:35:44.359						0.366951107978821	58	отпуск уход ребенок	0.0789473684210526	True	отпуск по уходу за ребенком до 1,5 лет в 2021 году	
kuber	6	Добрый день.Хотим уволить сотрудника по соглашению сторон,кроме з.п и компенсации  за отпуск ,что мы должны выплатить в каком размере и чем эта компенсация будет облагаться?	398439	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/16/44835/actual/	2023-12-12T18:12:21.558						0.632274508476257	25	увольнение	0	False	можно ли уволить по переводу и не выплачивать компенсацию за неиспользованный отпуск	
kuber	220	Здравствуйте! Сотрудник взял отпуск авансом, потом ушел на больничный. За декабрь нет заработка. Теперь увольняется. Как рассчитать сотрудника при увольнении если у него нет заработка и взяты дни отпуска авансом?	590152	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/12/510165/actual/	2023-12-27T08:39:47.514						0.889088034629822	30	отпуск	0.0588235294117647	True	сотрудник взял отпуск авансом и уволился	
kuber	6	Добрый день Сотрудница ушла в отпусг по уходу до 1,5 лет 07 ноября 2022 года. Весь 2023 год была в данном отпуске. Сам отпуск закончится 4 марта 2024 года. Подскажите  отчет ЕФС-1 за 2023 год нужно ли подавать на данную сотрудницу сведения? Ребенку в 2023 не исполнилось еще 1,5 лет.	588038	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/697860/actual/	2024-01-17T10:33:56.959						0.693512678146362	50	отпуск	0.037037037037037	True	сотрудница досрочно выходит из отпуска до 1,5 лет	
kuber	8	Добрый день. подскажите, пожалуйста, надо ли заполнять на декретниц и сотрудниц , находящихся в отпуске по уходу за ребенком до 1,5 и 3-х лет  отчет ЕФС-1 раздел 1.2? Надо ли указывать окончание декрета в январе 2024 года? или  конец периода проставлять 31 декабря 2023 года и подавать уже дополнительный ЕФС-1 раздел 2.1 в 2024 году?	574016	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/672133/actual/	2024-01-04T09:01:57.820				нужно ли указывать декретчиц в ефс-1 раздел 1.3	SbertT5	0.199959516525269	55	отчетность	0	False	раздел 1.1 ЕФС-1 за декабрь 2023	
kuber	9	вопрос верно ли утверждение, что резервы по отпускам, проверяются только в конце года по результатам инвентаризации, т.к. основным документом, который подтверждает правильность формирования сальдо по сч. 96 на отчетную дату (в бухгалтерском и налоговом учете), является инвентаризационная опись по данному счету	426848	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/74401/actual/	2023-12-21T12:40:25.534						0.419767498970032	41	отпуск	0.032258064516129	True	резерв на оплату отпусков в бухгалтерском и налоговом учете	
kuber	6	Добрый день . При составлении сведений о трудовой деятельности в МКС, указаны дополнительные сведения ДЛОТПУСК. Можно образец заполнения мне отправить	494068	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.1kadry.ru/#/document/86/529709/actual/	2024-01-17T06:38:17.778						0.14031021296978	20	трудовой книжка	0.0769230769230769	False	заполнение сведений о трудовой деятельности при приеме	
kuber	9	Сотрудница вышла в отпуск по уходу за ребенком до 1,5 лет в 2023 году, но продолжала работать в период отпуска по уходу за ребенком в режиме неполного рабочего времени. Нужно ли подать ЕФС-1 Подраздел 1.2 (сзв стаж) по данной сотруднице в отчете за 2023 год?	490271	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/521468/actual/	2024-01-25T15:30:20.055						0.285996735095978	45	сзв тд	0.0384615384615385	False	сзв-тд сотрудница вышла из отпуска по уходу за ребенком	
kuber	220	Чтобы рассчитать средний дневной заработок для начисления больничного, разделите заработок сотрудника за расчетный период на 730 (ч. 3 ст. 14 Закона от 29.12.2006 № 255-ФЗ, в ред. Закона от 02.04.2023 № 98-ФЗ). Число 730 для пособия по временной нетрудоспособности нельзя уменьшать на дни болезни, отпуска, командировки и подобные периоды, которые совпали с расчетным. Никакие иные периоды не уменьшают число 730. «Как рассчитать средний дневной заработок для больничного». И.М. Савич © Материал из БСС «Система Главбух». Подробнее: https://www.1gl.ru/#/document/86/595999/bssPhr7/?of=copy-ea645da68a  «Как учесть изменение зарплаты при расчете отпускных». И.И. Шкловец © Материал из БСС «Система Главбух». Подробнее: https://www.1gl.ru/#/document/16/54644/?of=copy-2afc4a0f3f	586683	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/696515/actual/	2024-01-10T00:29:33.192				как рассчитать число календарных дней, учитываемых в расчетном периоде для больничного листа	SbertT5	0.745814502239227	94	пособие	0.0140845070422535	True	расчет среднего дневного заработка если в этот период попадает больничный	
